Time Step;Label Index;Name (NA);Voxel count;Volume (mm³);Center Of Mass X (mm);Center Of Mass Y (mm);Center Of Mass Z (mm)
0;1;;1.0;6.177438113529444e-11;0.8867301827984965;0.25108482578199814;0.12375886797409048
0;2;;1.0;6.177438113529444e-11;1.5805566938678475;0.2407199798954253;0.12455484749409047
0;3;;1.0;6.177438113529444e-11;1.4555055136545498;1.1780180410169978;0.12535082701409048
0;4;;1.0;6.177438113529444e-11;1.3228401125160605;0.6487872499912171;0.11739103181409048
0;5;;1.0;6.177438113529444e-11;0.7720106621708456;0.8023256944584302;0.12137092941409049
0;6;;1.0;6.177438113529444e-11;0.7802404837544312;0.2785307128142242;0.11659505229409048
0;7;;1.0;6.177438113529444e-11;1.2018961452126162;0.9934362261245242;0.12057494989409048
0;8;;1.0;6.177438113529444e-11;1.6259505839370298;0.31872361008359845;0.12375886797409048
0;9;;1.0;6.177438113529444e-11;0.8160341010755561;0.18851397239457757;0.11659505229409048
0;10;;1.0;6.177438113529444e-11;0.931753890449145;1.068563062831223;0.1353005710140905
0;11;;1.0;6.177438113529444e-11;1.0572820003285464;0.963914966906494;0.13888247885409047
0;12;;1.0;6.177438113529444e-11;1.106086282988432;0.2604884974692721;0.12734077581409048
0;13;;1.0;6.177438113529444e-11;0.8624438777766492;0.14079121375056913;0.1353005710140905
0;14;;1.0;6.177438113529444e-11;1.011421495212635;1.1517579548678998;0.12893273485409049
0;15;;1.0;6.177438113529444e-11;1.1346836383025989;0.14832323545110035;0.12734077581409048
0;16;;1.0;6.177438113529444e-11;0.7984857025745686;0.32791284992296565;0.11818701133409049
0;17;;1.0;6.177438113529444e-11;1.4380427977777748;0.14959113746355543;0.11420711373409048
0;18;;1.0;6.177438113529444e-11;1.679971716667502;0.3038094465083194;0.1309226836540905
0;19;;1.0;6.177438113529444e-11;0.8468839910758057;0.2669413550460904;0.13370861197409048
0;20;;1.0;6.177438113529444e-11;0.9326273094915909;0.45718249366521185;0.12296288845409047
0;21;;1.0;6.177438113529444e-11;0.7366230694744428;0.6443841349926537;0.13888247885409047
0;22;;1.0;6.177438113529444e-11;1.6730945514393776;0.3616501961154065;0.13808649933409048
0;23;;1.0;6.177438113529444e-11;1.4280574126979855;0.9969960465062667;0.1265447962940905
0;24;;1.0;6.177438113529444e-11;1.065391045986653;0.6243571335625572;0.11898299085409048
0;25;;1.0;6.177438113529444e-11;0.7872392652111765;0.7278705131257058;0.13331062221409049
0;26;;1.0;6.177438113529444e-11;1.0662538978215568;0.738502842652784;0.12296288845409047
0;27;;1.0;6.177438113529444e-11;0.9979744186399288;0.8385801188782059;0.12017696013409047
0;28;;1.0;6.177438113529444e-11;1.137758475925354;0.15250251434651405;0.12256489869409047
0;29;;1.0;6.177438113529444e-11;1.3487108683738536;0.9470996351851412;0.11619706253409048
0;30;;1.0;6.177438113529444e-11;1.3976115531958608;0.32280447978446847;0.13689253005409047
0;31;;1.0;6.177438113529444e-11;0.7922919560283133;0.26083731001972;0.11579907277409049
0;32;;1.0;6.177438113529444e-11;1.5207958683037088;0.30043237948925505;0.11500309325409049
0;33;;1.0;6.177438113529444e-11;1.0817709279772572;0.9990172545607161;0.12972871437409048
0;34;;1.0;6.177438113529444e-11;1.0121981071744253;0.31278555989338236;0.12375886797409048
0;35;;1.0;6.177438113529444e-11;1.4270418700524625;0.48218959776055853;0.13848448909409047
0;36;;1.0;6.177438113529444e-11;1.0241189547541343;0.3182865831745291;0.13689253005409047
0;37;;1.0;6.177438113529444e-11;1.0194470744952202;0.10931225051307228;0.13370861197409048
0;38;;1.0;6.177438113529444e-11;1.5547131766692246;1.1127593894433065;0.13848448909409047
0;39;;1.0;6.177438113529444e-11;1.4153275724206653;0.3081156691220826;0.11739103181409048
0;40;;1.0;6.177438113529444e-11;0.9980711647884376;0.2771785953368651;0.11977897037409048
