Time Step;Label Index;Name (NA);Voxel count;Volume (mm³);Center Of Mass X (mm);Center Of Mass Y (mm);Center Of Mass Z (mm)
0;1;;1.0;6.177438113529444e-11;0.7483629208091881;0.218423169743396;0.12375886797409048
0;2;;1.0;6.177438113529444e-11;1.4421894318785389;0.20805832385682316;0.12455484749409047
0;3;;1.0;6.177438113529444e-11;1.3171382516652415;1.1453563849783956;0.12535082701409048
0;4;;1.0;6.177438113529444e-11;1.184472850526752;0.6161255939526149;0.11739103181409048
0;5;;1.0;6.177438113529444e-11;0.6336434001815371;0.769664038419828;0.12137092941409049
0;6;;1.0;6.177438113529444e-11;0.6418732217651228;0.24586905677562204;0.11659505229409048
0;7;;1.0;6.177438113529444e-11;1.0635288832233079;0.960774570085922;0.12057494989409048
0;8;;1.0;6.177438113529444e-11;1.4875833219477212;0.28606195404499635;0.12375886797409048
0;9;;1.0;6.177438113529444e-11;0.6776668390862477;0.15585231635597543;0.11659505229409048
0;10;;1.0;6.177438113529444e-11;0.7933866284598365;1.0359014067926209;0.1353005710140905
0;11;;1.0;6.177438113529444e-11;0.9189147383392379;0.9312533108678919;0.13888247885409047
0;12;;1.0;6.177438113529444e-11;0.9677190209991235;0.22782684143066997;0.12734077581409048
0;13;;1.0;6.177438113529444e-11;0.7240766157873407;0.10812955771196699;0.1353005710140905
0;14;;1.0;6.177438113529444e-11;0.8730542332233265;1.1190962988292976;0.12893273485409049
0;15;;1.0;6.177438113529444e-11;0.9963163763132905;0.1156615794124982;0.12734077581409048
0;16;;1.0;6.177438113529444e-11;0.6601184405852603;0.2952511938843635;0.11818701133409049
0;17;;1.0;6.177438113529444e-11;1.2996755357884664;0.11692948142495328;0.11420711373409048
0;18;;1.0;6.177438113529444e-11;1.5416044546781937;0.27114779046971726;0.1309226836540905
0;19;;1.0;6.177438113529444e-11;0.7085167290864973;0.23427969900748824;0.13370861197409048
0;20;;1.0;6.177438113529444e-11;0.7942600475022825;0.4245208376266097;0.12296288845409047
0;21;;1.0;6.177438113529444e-11;0.5982558074851343;0.6117224789540515;0.13888247885409047
0;22;;1.0;6.177438113529444e-11;1.5347272894500694;0.32898854007680434;0.13808649933409048
0;23;;1.0;6.177438113529444e-11;1.2896901507086773;0.9643343904676647;0.1265447962940905
0;24;;1.0;6.177438113529444e-11;0.9270237839973444;0.591695477523955;0.11898299085409048
0;25;;1.0;6.177438113529444e-11;0.6488720032218681;0.6952088570871037;0.13331062221409049
0;26;;1.0;6.177438113529444e-11;0.9278866358322484;0.7058411866141818;0.12296288845409047
0;27;;1.0;6.177438113529444e-11;0.8596071566506203;0.8059184628396038;0.12017696013409047
0;28;;1.0;6.177438113529444e-11;0.9993912139360456;0.1198408583079119;0.12256489869409047
0;29;;1.0;6.177438113529444e-11;1.2103436063845452;0.914437979146539;0.11619706253409048
0;30;;1.0;6.177438113529444e-11;1.2592442912065525;0.2901428237458663;0.13689253005409047
0;31;;1.0;6.177438113529444e-11;0.6539246940390048;0.22817565398111786;0.11579907277409049
