Time Step;Label Index;Name (NA);Voxel count;Volume (mm³);Center Of Mass X (mm);Center Of Mass Y (mm);Center Of Mass Z (mm)
0;1;;1.0;6.177438113529438e-11;0.8881185089080039;0.34570297975615794;0.12375886797409048
0;2;;1.0;6.177438113529438e-11;1.5819499385270457;0.3356727870503095;0.12455484749409047
0;3;;1.0;6.177438113529438e-11;1.4564466877312476;1.272910423455658;0.12535082701409048
0;4;;1.0;6.177438113529438e-11;1.3240365648699104;0.7436157057483532;0.11739103181409048
0;5;;1.0;6.177438113529438e-11;0.7731331227016376;0.8968884518716319;0.12137092941409049
0;6;;1.0;6.177438113529438e-11;0.7816155843301817;0.3730975006289898;0.11659505229409048
0;7;;1.0;6.177438113529438e-11;1.2029263777725734;1.0882063071263963;0.12057494989409048
0;8;;1.0;6.177438113529438e-11;1.6273061999786271;0.4136983029107129;0.12375886797409048
0;9;;1.0;6.177438113529438e-11;0.8174526150849692;0.2830980349450782;0.11659505229409048
0;10;;1.0;6.177438113529438e-11;0.9327479186528563;1.1632028379124426;0.1353005710140905
0;11;;1.0;6.177438113529438e-11;1.058326488640883;1.0586152998864975;0.13888247885409047
0;12;;1.0;6.177438113529438e-11;1.1074700479279491;0.3552124519455332;0.12734077581409048
0;13;;1.0;6.177438113529438e-11;0.8638854044118899;0.23539766658841427;0.1353005710140905
0;14;;1.0;6.177438113529438e-11;1.012375386920914;1.246436146190832;0.12893273485409049
0;15;;1.0;6.177438113529438e-11;1.1361215003656657;0.24306099628053032;0.12734077581409048
0;16;;1.0;6.177438113529438e-11;0.7998369826390638;0.4224884321740651;0.11818701133409049
0;17;;1.0;6.177438113529438e-11;1.4394800130093703;0.2444752167716413;0.11420711373409048
0;18;;1.0;6.177438113529438e-11;1.6813345199445064;0.39881019697684544;0.1309226836540905
0;19;;1.0;6.177438113529438e-11;0.8482646737716873;0.3615402882406112;0.13370861197409048
0;20;;1.0;6.177438113529438e-11;0.9339162235799503;0.5518227611368114;0.12296288845409047
0;21;;1.0;6.177438113529438e-11;0.7378217137629486;0.7389298423497302;0.13888247885409047
0;22;;1.0;6.177438113529438e-11;1.6744294573014538;0.4566476228063218;0.13808649933409048
0;23;;1.0;6.177438113529438e-11;1.429085901949669;1.091875211012942;0.1265447962940905
0;24;;1.0;6.177438113529438e-11;1.0665993116169816;0.7190614172600135;0.11898299085409048
0;25;;1.0;6.177438113529438e-11;0.7883976357916;0.8224406243816695;0.13331062221409049
0;26;;1.0;6.177438113529438e-11;1.0674071076763825;0.8332075292504183;0.12296288845409047
0;27;;1.0;6.177438113529438e-11;0.9990793663614247;0.9332518607280689;0.12017696013409047
0;28;;1.0;6.177438113529438e-11;1.1391943218473937;0.2472417577701866;0.12256489869409047
0;29;;1.0;6.177438113529438e-11;1.3497634332929773;1.0419405344332684;0.11619706253409048
0;30;;1.0;6.177438113529438e-11;1.3989652274800455;0.4176690378217502;0.13689253005409047
0;31;;1.0;6.177438113529438e-11;0.7936755892263697;0.3554099126554804;0.11579907277409049
0;32;;1.0;6.177438113529438e-11;1.5221603189501618;0.39535635537704494;0.11500309325409049
0;33;;1.0;6.177438113529438e-11;1.0827984826237425;1.0937293951538747;0.12972871437409048
0;34;;1.0;6.177438113529438e-11;1.013556658695874;0.40746422338744603;0.12375886797409048
0;35;;1.0;6.177438113529438e-11;1.4283186650031503;0.5770683323249233;0.13848448909409047
0;36;;1.0;6.177438113529438e-11;1.025474851591219;0.4129709957876563;0.13689253005409047
0;37;;1.0;6.177438113529438e-11;1.0209037660541849;0.20399443405532228;0.13370861197409048
0;38;;1.0;6.177438113529438e-11;1.5556858152830026;1.207699630109647;0.13848448909409047
0;39;;1.0;6.177438113529438e-11;1.4166883294692472;0.4029887738006428;0.11739103181409048
0;40;;1.0;6.177438113529438e-11;0.9994468921902465;0.37185044915242904;0.11977897037409048
0;41;;1.0;6.177438113529438e-11;1.1192965217292363;0.2947260876771362;0.12176891917409048
0;42;;1.0;6.177438113529438e-11;1.4235734083033054;0.40861841680852456;0.11818701133409049
0;43;;1.0;6.177438113529438e-11;1.6196293423030046;0.4915998945538356;0.12893273485409049
0;44;;1.0;6.177438113529438e-11;1.6809737443082153;0.9853760356407447;0.11500309325409049
0;45;;1.0;6.177438113529438e-11;1.63623766532586;0.4600470945829912;0.1301267041340905
0;46;;1.0;6.177438113529438e-11;0.9551892765717798;1.2163147810546957;0.11699304205409049
0;47;;1.0;6.177438113529438e-11;0.8107031315964185;0.5070303046794911;0.13331062221409049
0;48;;1.0;6.177438113529438e-11;1.0254849768800154;0.45071763642004575;0.12893273485409049
0;49;;1.0;6.177438113529438e-11;1.1244447137898406;0.30971149844484375;0.12972871437409048
0;50;;1.0;6.177438113529438e-11;1.3193148758862256;1.2148886142680344;0.13569856077409048
0;51;;1.0;6.177438113529438e-11;1.2947582956858317;0.17461150106810408;0.11460510349409049
0;52;;1.0;6.177438113529438e-11;0.9573401402159778;0.4048275410306367;0.12933072461409048
0;53;;1.0;6.177438113529438e-11;1.238288795839236;0.4705638114580394;0.13768850957409048
0;54;;1.0;6.177438113529438e-11;1.55802461724367;0.5449749481483087;0.1281367553340905
0;55;;1.0;6.177438113529438e-11;0.9529187419044054;0.202015117194219;0.13569856077409048
0;56;;1.0;6.177438113529438e-11;1.630072572090605;0.793073340645311;0.11739103181409048
0;57;;1.0;6.177438113529438e-11;1.5827017497506213;0.3790756900740214;0.13768850957409048
0;58;;1.0;6.177438113529438e-11;0.8209938325994873;1.0676780995351942;0.1396784583740905
0;59;;1.0;6.177438113529438e-11;1.1107262496400951;1.0430268159995748;0.1281367553340905
0;60;;1.0;6.177438113529438e-11;0.7149962792601715;0.7716212639374339;0.13609655053409048
0;61;;1.0;6.177438113529438e-11;0.7904786894886164;0.3025683003394325;0.11699304205409049
0;62;;1.0;6.177438113529438e-11;1.3640141535359571;1.189126227215326;0.12336087821409049
0;63;;1.0;6.177438113529438e-11;1.327331609167957;1.300301860946302;0.11579907277409049
0;64;;1.0;6.177438113529438e-11;1.340465033611816;1.2832665253137325;0.13251464269409047
0;65;;1.0;6.177438113529438e-11;0.9449748689398259;0.2502561472032932;0.1257488167740905
0;66;;1.0;6.177438113529438e-11;1.2609155752418542;0.525089820198123;0.12773876557409047
0;67;;1.0;6.177438113529438e-11;1.0387111874923227;1.0555168378646311;0.13609655053409048
0;68;;1.0;6.177438113529438e-11;1.020770896352352;0.8123886931072261;0.11659505229409048
