Time Step;Label Index;Name (NA);Voxel count;Volume (mm³);Center Of Mass X (mm);Center Of Mass Y (mm);Center Of Mass Z (mm)
0;1;;1.0;6.177438113529441e-11;0.9040260905471601;0.24243909330119143;0.12375886797409048
0;2;;1.0;6.177438113529441e-11;1.5978526016165109;0.23207424741461855;0.12455484749409047
0;3;;1.0;6.177438113529441e-11;1.4728014214032132;1.1693723085361911;0.12535082701409048
0;4;;1.0;6.177438113529441e-11;1.340136020264724;0.6401415175104103;0.11739103181409048
0;5;;1.0;6.177438113529441e-11;0.7893065699195092;0.7936799619776234;0.12137092941409049
0;6;;1.0;6.177438113529441e-11;0.7975363915030949;0.26988498033341746;0.11659505229409048
0;7;;1.0;6.177438113529441e-11;1.2191920529612799;0.9847904936437174;0.12057494989409048
0;8;;1.0;6.177438113529441e-11;1.643246491685693;0.3100778776027917;0.12375886797409048
0;9;;1.0;6.177438113529441e-11;0.8333300088242199;0.17986823991377082;0.11659505229409048
0;10;;1.0;6.177438113529441e-11;0.9490497981978087;1.0599173303504164;0.1353005710140905
0;11;;1.0;6.177438113529441e-11;1.07457790807721;0.9552692344256873;0.13888247885409047
0;12;;1.0;6.177438113529441e-11;1.1233821907370956;0.25184276498846536;0.12734077581409048
0;13;;1.0;6.177438113529441e-11;0.8797397855253128;0.1321454812697624;0.1353005710140905
0;14;;1.0;6.177438113529441e-11;1.0287174029612987;1.143112222387093;0.12893273485409049
0;15;;1.0;6.177438113529441e-11;1.1519795460512625;0.1396775029702936;0.12734077581409048
0;16;;1.0;6.177438113529441e-11;0.8157816103232323;0.3192671174421589;0.11818701133409049
0;17;;1.0;6.177438113529441e-11;1.4553387055264384;0.14094540498274868;0.11420711373409048
0;18;;1.0;6.177438113529441e-11;1.6972676244161653;0.2951637140275127;0.1309226836540905
0;19;;1.0;6.177438113529441e-11;0.8641798988244693;0.25829562256528366;0.13370861197409048
0;20;;1.0;6.177438113529441e-11;0.9499232172402547;0.4485367611844051;0.12296288845409047
0;21;;1.0;6.177438113529441e-11;0.7539189772231064;0.635738402511847;0.13888247885409047
0;22;;1.0;6.177438113529441e-11;1.690390459188041;0.35300446363459975;0.13808649933409048
0;23;;1.0;6.177438113529441e-11;1.445353320446649;0.9883503140254599;0.1265447962940905
0;24;;1.0;6.177438113529441e-11;1.0826869537353163;0.6157114010817504;0.11898299085409048
0;25;;1.0;6.177438113529441e-11;0.8045351729598401;0.719224780644899;0.13331062221409049
0;26;;1.0;6.177438113529441e-11;1.0835498055702204;0.7298571101719772;0.12296288845409047
0;27;;1.0;6.177438113529441e-11;1.015270326388592;0.8299343863973991;0.12017696013409047
0;28;;1.0;6.177438113529441e-11;1.1550543836740175;0.1438567818657073;0.12256489869409047
0;29;;1.0;6.177438113529441e-11;1.366006776122517;0.9384539027043345;0.11619706253409048
0;30;;1.0;6.177438113529441e-11;1.4149074609445242;0.3141587473036617;0.13689253005409047
0;31;;1.0;6.177438113529441e-11;0.8095878637769769;0.25219157753891325;0.11579907277409049
0;32;;1.0;6.177438113529441e-11;1.5380917760523722;0.2917866470084483;0.11500309325409049
0;33;;1.0;6.177438113529441e-11;1.0990668357259208;0.9903715220799093;0.12972871437409048
0;34;;1.0;6.177438113529441e-11;1.029494014923089;0.3041398274125756;0.12375886797409048
0;35;;1.0;6.177438113529441e-11;1.444337777801126;0.4735438652797518;0.13848448909409047
0;36;;1.0;6.177438113529441e-11;1.0414148625027977;0.3096408506937224;0.13689253005409047
0;37;;1.0;6.177438113529441e-11;1.0367429822438838;0.10066651803226553;0.13370861197409048
0;38;;1.0;6.177438113529441e-11;1.5720090844178878;1.1041136569624999;0.13848448909409047
0;39;;1.0;6.177438113529441e-11;1.4326234801693287;0.29946993664127586;0.11739103181409048
0;40;;1.0;6.177438113529441e-11;1.0153670725371011;0.2685328628560584;0.11977897037409048
